100,26,10,3,ZRI223,Remolque,Sur,Oeste,Espera
100,26,10,3,KTJ684,Remolque,Norte,Este,Aprobado
100,26,10,3,KIM881,Reparacion,Sur,Sur,Aprobado
100,26,10,3,TLE773,Reparacion,Sur,Sur,Aprobado
100,26,10,3,KKC810,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,ZKT238,Reparacion,Norte,Norte,Espera
100,26,10,3,PYS875,Reparacion,Norte,Norte,Espera
100,26,10,3,XVU427,Reparacion,Oeste,Oeste,Espera
100,26,10,3,DML206,Reparacion,Oeste,Oeste,Espera
100,26,10,3,CFF937,Remolque,Oeste,Este,Aprobado
100,26,10,3,FZP052,Reparacion,Este,Este,Aprobado
100,26,10,3,OXS264,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,CHX304,Remolque,Sur,Este,Aprobado
100,26,10,3,ITI940,Reparacion,CABA,CABA,Espera
100,26,10,3,FSW407,Remolque,Oeste,Sur,Aprobado
100,26,10,3,BFG704,Reparacion,Sur,Sur,Espera
100,26,10,3,RKN496,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,UCZ231,Remolque,Oeste,Oeste,Aprobado
100,26,10,3,TGC478,Remolque,Oeste,CABA,Espera
100,26,10,3,LKZ916,Reparacion,Sur,Sur,Espera
100,26,10,3,TKJ115,Remolque,Sur,Sur,Espera
100,26,10,3,VBN700,Remolque,Oeste,Este,Espera
100,26,10,3,AMT003,Remolque,Oeste,Este,Espera
100,26,10,3,OBM669,Remolque,Este,Sur,Aprobado
100,26,10,3,WKU779,Remolque,Norte,Sur,Aprobado
100,26,10,3,ISH604,Remolque,CABA,Este,Espera
100,26,10,3,UQA201,Remolque,Norte,Este,Espera
100,26,10,3,MBX157,Remolque,Oeste,Sur,Aprobado
100,26,10,3,NCS405,Remolque,Sur,Sur,Aprobado
100,26,10,3,QOX706,Remolque,Este,Oeste,Aprobado
100,26,10,3,FEW636,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,EJP193,Remolque,Norte,Oeste,Espera
100,26,10,3,XNI168,Remolque,Sur,Norte,Espera
100,26,10,3,UDW819,Remolque,Este,Oeste,Aprobado
100,26,10,3,ZZY192,Remolque,Este,Norte,Aprobado
100,26,10,3,PFQ382,Reparacion,Sur,Sur,Aprobado
100,26,10,3,DFT144,Reparacion,Sur,Sur,Espera
100,26,10,3,VIL135,Reparacion,Sur,Sur,Aprobado
100,26,10,3,MUU846,Reparacion,Sur,Sur,Espera
100,26,10,3,IMW285,Reparacion,Sur,Sur,Aprobado
100,26,10,3,KBN538,Remolque,Oeste,Este,Aprobado
100,26,10,3,OPV051,Reparacion,Este,Este,Aprobado
100,26,10,3,WZV395,Reparacion,CABA,CABA,Aprobado
100,26,10,3,GUW640,Remolque,Este,Este,Espera
100,26,10,3,REJ249,Remolque,Este,Oeste,Espera
100,26,10,3,CAT924,Reparacion,Este,Este,Aprobado
100,26,10,3,VIG531,Remolque,Norte,Oeste,Espera
100,26,10,3,PHZ035,Reparacion,CABA,CABA,Espera
100,26,10,3,FQX292,Remolque,Oeste,Norte,Espera
100,26,10,3,XWF629,Remolque,Oeste,Sur,Aprobado
100,26,10,3,YNY949,Reparacion,Norte,Norte,Espera
100,26,10,3,VDW936,Remolque,Norte,Oeste,Espera
100,26,10,3,VLF145,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,MPN007,Remolque,Sur,Sur,Aprobado
100,26,10,3,BTV379,Remolque,Norte,Oeste,Aprobado
100,26,10,3,TSD549,Reparacion,Oeste,Oeste,Espera
100,26,10,3,UZK066,Remolque,Norte,Sur,Espera
100,26,10,3,YVE565,Reparacion,Sur,Sur,Espera
100,26,10,3,NXQ029,Remolque,CABA,Oeste,Espera
100,26,10,3,VGK432,Reparacion,Sur,Sur,Espera
100,26,10,3,OWR559,Reparacion,CABA,CABA,Espera
100,26,10,3,CAA840,Remolque,CABA,Sur,Espera
100,26,10,3,ROQ843,Reparacion,Sur,Sur,Espera
100,26,10,3,VRD869,Remolque,Norte,CABA,Espera
100,26,10,3,JWY724,Reparacion,CABA,CABA,Espera
100,26,10,3,ZLA777,Reparacion,Norte,Norte,Aprobado
100,26,10,3,JDH920,Reparacion,Este,Este,Aprobado
100,26,10,3,ZBJ579,Reparacion,Oeste,Oeste,Espera
100,26,10,3,CAP934,Remolque,Este,CABA,Aprobado
100,26,10,3,EEG817,Remolque,Norte,Oeste,Aprobado
100,26,10,3,QDU575,Reparacion,Norte,Norte,Espera
100,26,10,3,CSC962,Remolque,Sur,Oeste,Espera
100,26,10,3,NUN963,Remolque,CABA,Norte,Aprobado
100,26,10,3,XXE060,Reparacion,Norte,Norte,Aprobado
100,26,10,3,YJB479,Remolque,CABA,CABA,Espera
100,26,10,3,HEW122,Reparacion,Oeste,Oeste,Espera
100,26,10,3,ZCE543,Reparacion,Sur,Sur,Espera
100,26,10,3,ZKL372,Reparacion,Este,Este,Aprobado
100,26,10,3,ITK464,Remolque,Sur,Sur,Espera
100,26,10,3,ZZN353,Reparacion,Oeste,Oeste,Espera
100,26,10,3,LZW196,Remolque,CABA,Norte,Espera
100,26,10,3,BWN017,Reparacion,CABA,CABA,Aprobado
100,26,10,3,VAA782,Remolque,Norte,Sur,Espera
100,26,10,3,WDQ500,Reparacion,Oeste,Oeste,Aprobado
100,26,10,3,SAS651,Remolque,Norte,Norte,Aprobado
100,26,10,3,WGH833,Reparacion,Este,Este,Espera
100,26,10,3,KSK925,Remolque,CABA,Este,Aprobado
100,26,10,3,EGX884,Reparacion,Oeste,Oeste,Espera
100,26,10,3,TJT182,Remolque,Norte,Este,Espera
101,33,2,4,NSA591,Reparacion,Norte,Norte,Espera
101,33,2,4,VKN612,Remolque,Este,CABA,Aprobado
101,33,2,4,IHQ617,Remolque,Norte,Norte,Espera
101,33,2,4,EOL412,Remolque,Norte,CABA,Espera
101,33,2,4,TAJ819,Reparacion,Este,Este,Espera
101,33,2,4,FIS854,Reparacion,Oeste,Oeste,Aprobado
101,33,2,4,NVU516,Remolque,Sur,Oeste,Aprobado
101,33,2,4,CIH436,Reparacion,Oeste,Oeste,Espera
101,33,2,4,DVS072,Reparacion,CABA,CABA,Aprobado
101,33,2,4,XXX696,Remolque,Este,Sur,Aprobado
101,33,2,4,CPP053,Reparacion,Sur,Sur,Espera
101,33,2,4,FOH434,Reparacion,Norte,Norte,Espera
101,33,2,4,HXV419,Reparacion,Sur,Sur,Espera
101,33,2,4,UKL756,Remolque,Sur,Oeste,Aprobado
101,33,2,4,LWQ691,Reparacion,CABA,CABA,Aprobado
101,33,2,4,TQK144,Reparacion,CABA,CABA,Espera
101,33,2,4,SYR665,Reparacion,Norte,Norte,Espera
101,33,2,4,UVP805,Reparacion,Norte,Norte,Espera
101,33,2,4,BKD297,Reparacion,CABA,CABA,Aprobado
